name,url,sku,gtin13,price,currency,availability,description,brand,breadcrumbs,images,avg_rating,reviews_count,pack_size,ingredients,storage_details,product_origin,percentage_alcohol,serving_size,nutrition,uniq_id,scraped_at
Rubicon Spring Water Black Cherry Raspberry 1.5L,https://www.tesco.com/groceries/en-GB/products/298162887,298162887,05000382104384,1.75,GBP,InStock,"Sparkling Black Cherry and Raspberry Flavoured Spring Water Drink with Fruit Juice, Sweetener and Vitamins. We always like to hear what you think of our drinks so feel free to contact us at rubiconconsumercare@agbarr.co.uk or visit us at www.rubicondrinks.co.uk. Make sure to follow our Rubicon social pages on Facebook, Instagram and Twitter @rubicondrinksuk. Made with sparkling Spring water,Made with real fruit juice,Only 6 calories per serving,Contains natural flavours,Contains vitamins,Allergen Free,No artificial colours and flavours,Suitable for Vegetarians and Vegans",AG BARR,Drinks~Water~Flavoured Water - Still Water,https://digitalcontent.api.tesco.com/v2/media/ghs/f4b37071-a28e-423a-8071-b0b21f4e7713/f393b3f2-733a-4092-a734-4b55338c4694_689958331.jpeg,4.4,7,Pack size: 1.5L,"Carbonated Spring Water (97%), Fruit Juices from Concentrate (Raspberry 1.5%, Black Cherry 1%), Acid (Citric Acid), Natural Flavourings, Natural Raspberry Flavouring, Black Carrot Concentrate, Preservative (Potassium Sorbate), Sweetener (Sucralose), Acidity Regulator (Trisodium Citrate), Green Tea Extract, Vitamins (Niacin, B6, B12)","Store in a Cool, Dry Place Away from Direct SunlightOnce opened, keep refrigerated and consume within 3 days
Best Before End - See Below Label or Shoulder of Bottle",,,Each pack contains 6 x 250ml servings,"[{'Energy': '11kJ / 2kcal'}, {'Fat': '0g'}, {'of which saturates': '0g'}, {'Carbohydrate': '<0.5g'}, {'of which sugars': '<0.5g'}, {'Protein': '0g'}, {'Salt': '0.02g'}, {'Niacin (Vitamin B3)': '1.2mg (7.5%**)'}, {'Vitamin B6': '0.1mg (7.5%**)'}, {'Vitamin B12': '0.2µg (7.5%**)'}, {'**Percentage of the reference intake of an average adult': '-'}]",be2dff3f-43c0-54b4-b7f3-a210d7d481ca,12/19/22
Wicked Kitchen Crushed Black Pepper Block 150G,https://www.tesco.com/groceries/en-GB/products/311793489,311793489,05059697704949,2.5,GBP,InStock,Coconut oil alternative to Cheddar cheese with crushed black pepper.,WICKED KITCHEN,Fresh Food~Dairy Free & Dairy Alternatives~Dairy Free Cheese Alternatives,https://digitalcontent.api.tesco.com/v2/media/ghs/06185d62-2028-45c3-99a0-0b443d507434/78c7d92c-9a5b-46c2-8770-c665661ed196_851993586.jpeg,1,1,Pack size: 150G,,"Not suitable for freezing. Keep refrigerated. 
",,,5 Servings,"[{'Energy': '1348kJ / 325kcal'}, {'Fat': '25.1g'}, {'Saturates': '23.4g'}, {'Carbohydrate': '23.9g'}, {'Sugars': '0.8g'}, {'Fibre': '0.4g'}, {'Protein': '0.6g'}, {'Salt': '1.25g'}, {'Vitamin D': '1.50µg'}, {'Vitamin B12': '0.76µg'}, {'Calcium': '240mg'}, {'Iodine': '45.0µg'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",a64b3ea4-7187-5fc8-8f8d-b796a8a7961c,12/19/22
Lily's Kitchen Cat Tasty Cuts Chicken In Gravy 85G,https://www.tesco.com/groceries/en-GB/products/309464761,309464761,05056273603078,1.1,GBP,InStock,"Lily's Kitchen Cat Tasty Cuts Chicken In Gravy 85G. Delicious cuts in a sumptuous gravy,Made with proper meat and fish,Natural ingredients,No added sugars,Grain-free recipe,Complete and Balanced Recipe",LILY'S KITCHEN,Pets~Cat Food & Accessories~Luxury Cat Food,https://digitalcontent.api.tesco.com/v2/media/ghs/7e34747e-0ce6-4f01-a3df-534037f06f12/8d0c507b-86ca-42bf-9ed3-ac267672a6ed_1859610328.jpeg,,,Pack size: 85G,"53% Freshly Prepared: Chicken 40%, Pork 13%, Gravy, Minerals","Store in a cool dry place, once opened, refrigerate and use within 2 days. For Best Before / Batch Number see base of tin.",Made in the EU,,,"[{'Crude Protein': '9.5%'}, {'Crude Fat': '5.5%'}, {'Crude Ash': '2%'}, {'Crude Fibres': '0.1%'}, {'Moisture': '82%'}, {'Energy': '90 kcal/100g'}, {'Vitamin D3': '90IU'}, {'Taurine': '200mg'}, {'Manganese (as Manganese Chelate of Glycine Hydrate)': '2.1mg'}, {'Zinc (as Zinc Chelate of Glycine Hydrate)': '10mg'}, {'Additives (per kg):': '-'}, {'Nutritional additives:': '-'}]",8e349b16-706e-5af5-904f-dc2c7cb339c8,12/19/22
Ibiza Club Vape & E-Liquids 6Mg Apple&Blck Menth,https://www.tesco.com/groceries/en-GB/products/305663105,305663105,05021320119567,3,GBP,InStock,Ibiza Club Vape & E-Liquids 6Mg Apple&Blck Menth,IBIZA CLUB,Home & Ents~Tobacco & Alternatives~Vape,https://digitalcontent.api.tesco.com/v2/media/ghs/d266662c-053c-4a7c-b2b3-00831128c83c/3f1ed4ee-0db8-4c7b-8fce-207fdbc0f6bb_1154955652.jpeg,,,Pack size: 10ML,"Vegetable Glycerin, Propylene Glycol, Nicotine, Ethanol, L-Menthol, Ethyl Butyrate, WS3, Raspberry Ketone, Other Flavourings",,Made in the UK,,,[],83b27877-4d4b-524d-b8d6-ea4809964e55,12/19/22
The Spice Tailor Tikka Masala Paste 200G,https://www.tesco.com/groceries/en-GB/products/309754988,309754988,05052675001351,3,GBP,InStock,"Paste of spices, onion, garlic, ginger and fenugreek leaf in sunflower oil to create the perfect Tikka Masala sauce from scratch. For detailed instructions, vegan options, recipe suggestions & videos, scan the QR code or visit: thespicetailor.com/pastes. Chilli rating - mild - 1,Our Tikka Masala is mild in spice but rich in flavour and makes everything taste better,No nasties,No artificial preservatives, colourings or flavourings!,Suitable for vegetarians",THE SPICE TAILOR,"Food Cupboard~Cooking Ingredients~Seasoning, Herbs & Spices",https://digitalcontent.api.tesco.com/v2/media/ghs/0bbdbd3b-e1fb-43af-a354-948694b92f14/fedaf1c0-1623-4d63-a5c2-142e6d13b180_966985423.jpeg,4.9,11,Pack size: 200G,"Water, Garlic, Sunflower Oil, Dehydrated Onion, Ginger, Spices (Red Chilli, Cassia, Green Cardamom, Turmeric, Clove, Black Pepper, Cumin, Bay Leaf, Black Cardamom, Mace), Tomato Paste, Salt, Sugar, Dried Fenugreek Leaf","Store in a cool, dry place. Once opened refrigerate and consume within 28 days.Do not use if pouch is bloated or leaking.
Not suitable for microwave use.",Produced and Packaged in India,,Serves 8,"[{'Energy ': '920kJ/'}, {'-': '220kcal'}, {'Fat ': '16.9g'}, {'of which saturates ': '1.7g'}, {'Carbohydrate ': '14g'}, {'of which sugars ': '6.2g'}, {'Fibre ': '4.8g'}, {'Protein ': '2.5g'}, {'Salt ': '5.4g'}]",dccde468-aafe-52ae-8fc9-b1c5f7f61ef9,12/19/22
Neo G Open Knee Support,https://www.tesco.com/groceries/en-GB/products/271620053,271620053,08692195885016,18,GBP,InStock,"Neo G Open Knee Support. Helps with strains, sprains, instability & patellar tracking. Helps support & stabilize injured, weak or arthritic knees. Heat therapeutic neoprene warms muscles &amp; joints. In Partnership with Chartered Society of Physiotherapy. For further information on products and more go to:. neo-g.com. neo-g.co.uk. Medical & lifestyle innovation,Class 1 medical device - registered as a class 1 medical device,Adjustable compression for best fit,Helps support injured, weak or arthritic knees,Support level - moderate,Variable compression system,Fits left or right knee,Heat therapeutic neoprene helps warm muscles and joints,Variable compression system for an adjustable fit and blood flow safety,Bound edges for comfort and durability,Padded open patella design for patellar tracking and best fit,Adjustable, one size design: fits either left or right knee,Compatible with 3D integrated hot & cold",Neo G,"Health & Beauty~Medicine~First Aid, Plasters & Antiseptic",https://digitalcontent.api.tesco.com/v2/media/ghs/6d6ced5e-1e0e-43e7-9123-65e7be27ec21/fa2f0e30-7e5f-4208-879b-08c7c0a84881_183837184.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/28232be1-9061-409e-bb7d-bc00d917fc52/0a9dd300-3b9a-455e-981e-12ad1130976c_410083834.jpeg,4.6,78,,,"Store in a cool, dry place away from direct heat and sunlight",,,,[],4bb7261b-9c4e-58c5-b686-d20b2e4daf9d,12/19/22
Corona Extra 12X330ml,https://www.tesco.com/groceries/en-GB/products/274360096,274360096,07501064193040,11.49,GBP,InStock,"Beer. Find us on Facebook, Instagram, Twitter and our own channels:. www.coronaextra.co.uk. www.tapintoyourbeer.com. Brewed with 100% Natural Ingredients - Water, Barley, Maize, Hops,Only 4 Ingredients,No Artificial Flavours or Colours,No Added Preservatives",CORONA,Drinks~Beer & Cider~Beer - Lager,https://digitalcontent.api.tesco.com/v2/media/ghs/312769b3-22ad-45cb-b9d2-12dea051a55d/1ea5bff7-1652-4701-97f5-f1db36df7a51.jpeg,3.5,15,Pack size: 3960ML,"Water, Barley Malt, Maize, Hops",,Brewed in the UK,4.5% vol,,"[{'Energy': '176kJ'}, {'(kJ / kcal)': '42kcal'}, {'Fat': '0g'}, {'of which saturates': '0g'}, {'Carbohydrate': '4.0g'}, {'of which sugars': '0.2g'}, {'Protein': '0.3g'}, {'Salt': '0g'}]",1918efca-7c48-580c-89a5-f18b1c857727,12/19/22
Tesco Plant Chef Tomato And Basil Soup 400G,https://www.tesco.com/groceries/en-GB/products/305834318,305834318,05057753909710,0.65,GBP,InStock,Tomato and basil soup.,TESCO PLANT CHEF,"Food Cupboard~Tins, Cans & Packets~Tinned & Packet Soup",https://digitalcontent.api.tesco.com/v2/media/ghs/ffcc2cfb-f6de-4114-a802-9f18d9b45ace/d4254cf1-ecc2-40c7-9241-fe683de114ac_1683426347.jpeg,4.1,40,Pack size: 400G,,"Not suitable for freezing. Store in a cool dry place. 
Once opened, transfer unused contents into a non-metallic container, cover and refrigerate. Consume within 4 days.
",,,2 Servings,"[{'Energy': '172kJ / 41kcal'}, {'Fat': '1.0g'}, {'Saturates': '<0.1g'}, {'Carbohydrate': '6.7g'}, {'Sugars': '4.8g'}, {'Fibre': '0.4g'}, {'Protein': '1.0g'}, {'Salt': '0.46g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",993bc898-856a-52bd-aa65-39b39d3f3845,12/19/22
Ritz Cheese Crackers 200G,https://www.tesco.com/groceries/en-GB/products/254925444,254925444,05000137488905,1.25,GBP,InStock,Cheese Flavoured Savoury Crackers. BeTreatwise.net. Suitable for vegetarians,RITZ,"Food Cupboard~Crackers & Crispbreads~Cheese Crackers, Breadsticks & Dipping",https://digitalcontent.api.tesco.com/v2/media/ghs/7a96b807-601b-405e-9e9a-94d5ebca5d37/53693e57-a645-4fa6-bd95-90de26576dc6_308394947.jpeg,4.4,45,Pack size: 200G,"Wheat Flour, Palm Oil, Cheese Powder 5, 3 %, Glucose-Fructose Syrup, Raising Agents (Ammonium Carbonates, Potassium Carbonates), Salt, Dried Yeast, Sugar, Flavourings (contains Milk), Acidity Regulators (Lactic Acid, Calcium Lactate), Black Pepper","Store in a cool, dry place.For best before date, see top of box.",,,1 portion = 6-7 servings. 1 serving = 30 g,"[{'Energy': '2066 kJ'}, {'-': '494 kcal'}, {'Fat': '24 g'}, {'of which Saturates': '11 g'}, {'Carbohydrate': '58 g'}, {'of which Sugars': '3.1 g'}, {'Fibre': '2.4 g'}, {'Protein': '9.2 g'}, {'Salt': '1.4 g'}, {'*% reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}]",41ef1e69-5fa3-51e5-809b-d5bde8597846,12/19/22
Tesco 6 Inch Cash Box,https://www.tesco.com/groceries/en-GB/products/257175220,257175220,05000462837454,6,GBP,InStock,Tesco 6 Inch Cash Box. Strong metal construction. Features sturdy plastic coin tray. H8xW15.2xD12cm. Black 6 inch cash box,TESCO HOMEOFFICE,"Home & Ents~Stationery, Arts & Crafts~Home Office & Office Essentials",https://digitalcontent.api.tesco.com/v2/media/ghs/70c34fcc-7f28-4852-a995-727d93d92e30/ac6202ec-5e12-4ea1-9949-b40c2bc5eb85_2119604886.jpeg,4.5,37,,,,,,,[],e4d5de08-a9d1-501b-9f97-2af98b972d0f,12/19/22
Tesco Bamboo Chopping Board Small,https://www.tesco.com/groceries/en-GB/products/303676894,303676894,05057967621620,4,GBP,InStock,Tesco Bamboo Chopping Board Small,TESCO HOME,Home & Ents~Cooking & Dining~Food Preparation,https://digitalcontent.api.tesco.com/v2/media/ghs/6baff7ba-ce26-4ec8-98be-71439cbe30d6/72e4e837-a265-431b-9b99-2b4f2e311571_1003070771.jpeg,4.7,3,,,,,,,[],e78f26b1-54d0-5fb3-a1e4-781715a83a65,12/19/22
Tesco Free From Salad Cream 440G,https://www.tesco.com/groceries/en-GB/products/287547933,287547933,05054402818492,1.4,GBP,InStock,Egg free salad cream.,FREE FROM,"Food Cupboard~Table Sauces, Olives, Pickles & Chutney~Salad Cream",https://digitalcontent.api.tesco.com/v2/media/ghs/c52e3050-5e2f-4836-956c-ad13324214d5/ba1304ea-ad2d-404b-becd-069dcc0e12e4_475511719.jpeg,4.3,21,Pack size: 440G,,Store in a cool dry place. Once opened keep refrigerated and consume within 6 weeks.    ,,,approx. 29 Servings,"[{'Energy': '852kJ / 205kcal'}, {'Fat': '15.0g'}, {'Saturates': '1.2g'}, {'Carbohydrate': '16.6g'}, {'Sugars': '12.4g'}, {'Fibre': '0.3g'}, {'Protein': '0.7g'}, {'Salt': '1.11g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As Sold.': '-'}]",eddf5898-cc41-5d09-a978-2dd5189100c5,12/19/22
Genius Gluten Free Soft White Farmhouse 535G,https://www.tesco.com/groceries/en-GB/products/273949444,273949444,05060195901334,3,GBP,InStock,"Gluten Free White Sliced Bread. Did you know you can recycle our bread bags at larger supermarkets along with other plastic bags?. High in fibre,Low in sugar and saturated fat,Gluten and milk free,Made without wheat,Suitable for Coeliacs and Vegetarians",GENIUS,Bakery~Free From Bakery~Breads,https://digitalcontent.api.tesco.com/v2/media/ghs/c0e7fa95-a866-4cdd-99e2-5f7a26606966/c1f9b650-4089-430b-9a9d-5b53b11e8d2e.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/a0da688e-2ba1-447c-a8c9-364df546b958/08e6203a-84a8-4211-9016-1f8259692634_346623346.jpeg,3.5,7,Pack size: 535G,"Starches [Maize, Potato, Tapioca], Water, Rapeseed Oil, Humectant (Vegetable Glycerol), Psyllium Husk, Yeast, Stabilisers (Hydroxypropyl Methyl Cellulose, Xanthan Gum), Golden Flaxseed, Free Range Dried Egg White, Rice Flour, Iodised Salt (Salt, Potassium Iodate), Dextrose, Fermented Maize Starch, Partially Inverted Sugar Syrup, Vitamins & Minerals (Calcium Carbonate, Niacin, Iron, Riboflavin, Thiamine, Folic Acid)","Our bread keeps better when it's cool and dry.Want to save some for later? Check the bag is sealed and pop it in the freezer as soon as possible, and definitely before the best before date.
For Best Before Date, see bag tag.",Produced & packed in the UK,,"Number of servings: 15, Serving size: 36g","[{'Energy ': '1067kJ/254kcal'}, {'Fat ': '5.2g'}, {' of which saturates ': '0.4g'}, {'Carbohydrate ': '51g'}, {' of which sugars ': '3.9g'}, {'Fibre ': '8.5g'}, {'Protein ': '1.8g'}, {'Salt ': '1.5g'}, {'Vitamins & Minerals': ''}, {'Thiamin (B1) ': '0.2mg'}, {'Riboflavin (B2) ': '0.2mg'}, {'Niacin ': '2.8mg'}, {'Folic Acid ': '55.7µg'}, {'Calcium ': '160.7mg'}, {'Iron ': '3mg'}, {'*Reference intake of an average adult (8400kJ/2000kcal)': '-'}, {'Number of servings: 15, Serving size: 36g': '-'}]",6565af96-6767-5d7f-a303-9e9075377051,12/19/22
Mugshot Roast Chicken Pasta 55G,https://www.tesco.com/groceries/en-GB/products/266584914,266584914,05050665003996,0.8,GBP,InStock,"Pasta spirals in a roast chicken flavour sauce. Less Than 1% Fat,Less Than 220 Calories,Made with Natural Flavours,No Artificial Colours,Suitable for Vegetarians",MUGSHOT,Food Cupboard~Noodle Pots & Instant Snack Meals~Cup Meals & Snacks,https://digitalcontent.api.tesco.com/v2/media/ghs/d69a62d1-f1d3-43cc-b79d-2c481a0597d8/7ee04cc7-b0ce-4676-88f1-bbadec431d49_650593683.jpeg,4.3,51,Pack size: 55G,"Dried Pasta [Durum Wheat Semolina], Potato Starch, Whey Powder (Milk), Natural Flavourings (contain Wheat, Barley), Maltodextrin, Palm Oil, Dried Glucose Syrup, Onion Powder, Salt, Milk Proteins, Dried Parsley, Stabiliser (Dipotassium Phosphate), Ground Black Pepper, Emulsifier (Mono- and Di-Glycerides of Fatty Acids)","Store in a cool, dry place.",,,This represents one serving,"[{'Energy ': '364kJ/86kcal'}, {'Fat ': '0.8g'}, {' of which saturates ': '0.5g'}, {'Carbohydrate ': '16.7g'}, {' of which sugars ': '1.5g'}, {'Fibre ': '0.9g'}, {'Protein ': '2.7g'}, {'Salt ': '0.49g'}, {'Once boiling water has been added to the contents of this sachet it weighs 255g (approx)': '-'}, {'This represents one serving': '-'}, {'All values below relate to the product when made up with water (i.e. per 100g is a portion of the 255g serving)': '-'}]",b50c7a2b-dd3c-59ce-8286-a60677138c47,12/19/22
Tesco Finest South African Shiraz 75Cl,https://www.tesco.com/groceries/en-GB/products/274763570,274763570,05052109914936,7.5,GBP,InStock,"Shiraz. Wine of South Africa, W.O. Swartland. Wine of South Africa,Spicy & full bodied,Suitable for vegans",TESCO FINEST,Drinks~Wine~Red Wine,https://digitalcontent.api.tesco.com/v2/media/ghs/6891ac06-124f-4132-88a8-23efb69f09e4/ba21243a-6f22-458b-b46e-734ee75b132b_647235251.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/a88a125f-14d1-4b24-9cf8-8167f7601203/4bc46697-7731-4d02-8d5d-3509de9b70d7_652304086.jpeg,2.9,34,Pack size: 75CL,,"Store in a cool, dark place. ","Wine of South Africa, Bottled in South Africa",14% vol,6 Servings,"[{'Energy': '333kJ / 80kcal'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",4ee819f4-6193-5cf4-bf98-5dcf6189859f,12/19/22
Meridian Smooth Peanut Butter 1Kg,https://www.tesco.com/groceries/en-GB/products/301638252,301638252,05014213001063,6.5,GBP,InStock,"Smooth Peanut Butter 100%. For more recipe ideas see www.meridianfoods.co.uk. No Palm Oil Ever!,100% Nuts,Plant Based Protein,Made From Natural Ingredients,We Don't Fly Our Ingredients",MERIDIAN,"Food Cupboard~Jams, Sweet & Savoury Spreads~Peanut & Nut Butter",https://digitalcontent.api.tesco.com/v2/media/ghs/27c6037b-94cc-4423-9243-569f79fdcbbb/2b9eecfd-7976-47b0-83d3-547f20f14224_830758128.jpeg,3.8,24,Pack size: 1KG,Roasted Peanuts Whole Skin On (100%),"Store cool & dry. Once opened, consume within 3 months.Best before end: See lid.",Made in the UK,,,"[{'Energy (kJ)': '2470'}, {'Energy (kcal)': '596'}, {'Fat (g)': '46'}, {'of which saturates (g)': '8.2'}, {'Carbohydrate (g)': '12'}, {'of which sugars (g)': '5.9'}, {'Fibre (g)': '8.5'}, {'Protein (g)': '30'}, {'Salt (g)': '0'}]",29d9331e-6349-5a3e-8e06-20cad59a88a1,12/19/22
Moosehead Grubby Putty 100G,https://www.tesco.com/groceries/en-GB/products/276975004,276975004,00876658004567,5,GBP,InStock,"Grubby Putty . Wash out formula,Suitable for medium to longer lengths,Not tested on animals",MOOSEHEAD,"Health & Beauty~Haircare & Styling~Hair Putty, Clay & Gum",https://digitalcontent.api.tesco.com/v2/media/ghs/f35934be-efb1-41b0-8819-a324fd44f22c/0780a414-b85f-4460-b635-985a667dbfc1_486864916.jpeg,,,Pack size: 100G,"Water (Aqua), Petrolatum, Koalin, Beeswax, Carnauba (Copernicia Cerifera) Wax, PEG - 7 Glyceryl Cocoate, Oleth-5, Mineral Oil (Paraffinum Liquidum), Fragrance (Parfum), Methylisothiazolinone (and) Methylchloroisothiazolinone",,,,,[],dd6f45ed-9099-5485-9e35-42ea54903e3a,12/19/22
Profoot 10Cm Toe Foam Set,https://www.tesco.com/groceries/en-GB/products/311956574,311956574,05060084171206,3.5,GBP,OutOfStock,"PROFOOT 10CM TOE FOAM SET . Part of the Profoot range of footcare solutions. For more information on our range go to www.profoot.co.uk. Instant Pain and Pressure Relief,Tubular foam for toes or fingers,Comfortable in All Types of Shoes,Trim to Fit",PROFOOT,Health & Beauty~Lifestyle & Wellbeing~Footcare,https://digitalcontent.api.tesco.com/v2/media/ghs/5f94dcf6-f716-4485-ad33-1ccce633d812/b30545a5-bda1-4667-af12-dafe6d880bb9_324151479.jpeg,,,,,,Made in Spain,,,[],445c5572-65ce-5526-be4c-18899c29d85d,12/19/22
Vileda Turbo Smart Spin Mop Refill,https://www.tesco.com/groceries/en-GB/products/304980883,304980883,04023103156487,6,GBP,InStock,"Vileda Turbo Smart Spin Mop Refill. Microfibre refill head for the Easy Wring & Clean. Mop head is machine washable at up to 60°C.. Mop head is machine washable at up to 60°C.. 100% microfibre,Absorbency dirt pick up",VILEDA,"Household~Brushes, Mops & Buckets~Brushes, Mops & Buckets",https://digitalcontent.api.tesco.com/v2/media/ghs/ab7a9c6b-0a40-4846-bd6c-f121f54e3f9a/aa998362-695b-4b80-ae33-5a7c6dfce9ab_2135614999.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/dfe3535b-0b4d-42ca-a6ba-af26e100b6dc/7a753e08-6be7-4ec5-a00a-510d5f3fc414_1194564529.jpeg,5,1,,,,Made in Czech Republic,,,[],a793b7e7-27de-50cf-9fac-cd9487a2ee7e,12/19/22
Real Lancashire Eccles Cakes 4 Pack,https://www.tesco.com/groceries/en-GB/products/252479773,252479773,05011403997670,2.3,GBP,InStock,"Eccles cakes. For further details please go to our web site www.lancashireecclescakes.co.uk. Containing pure butter,Suitable for vegetarians",REAL LANCS,"Bakery~Cakes, Cake Bars, Slices & Pies~Small Cakes, Bites & Slices",https://digitalcontent.api.tesco.com/v2/media/ghs/f553db9d-d84f-46fa-bd24-96fb28710d66/71afd1a9-07a4-46a4-bb45-615d5f442d4f_1450199015.jpeg,3.2,36,,"Raisins, Currants, Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)), Butter (Milk) (9.1%), Sugar, Water, Vegetable Fat (Palm Oil, Rapeseed Oil), Vegetable Margarine (Palm Oil, Palm Kernel Oil, Rapeseed Oil), Dried Skimmed Milk, Salt",,,,,"[{'Energy ': '1681kJ/401kcal'}, {'Fat ': '17.6g'}, {'of which saturates ': '9.3g'}, {'Carbohydrate ': '55.8g'}, {'of which sugars ': '41.6g'}, {'Protein ': '3.9g'}, {'Salt ': '0.40g'}]",940b6435-5774-581c-8a20-9cf47cee2682,12/19/22
